,station_cd,station_g_cd,station_name,station_name_k,station_name_i,line_cd,add,lon,lat,e_sort
7618,9930206,9930206,高輪台,たかなわだい,た,99302,港区白金台２-２６-７,139.730305,35.631679,9930206
7619,9930207,2700101,泉岳寺,せんがくじ,せ,99302,港区高輪２-１６-３４,139.74002,35.638692,9930207
7620,9930208,9930208,三田,みた,み,99302,港区芝５-３４-１０,139.748775,35.64818,9930208
7621,9930209,9930121,大門,だいもん,だ,99302,港区浜松町１-２７-１２,139.75466,35.656785,9930209
7622,9930210,1130102,新橋,しんばし,し,99302,東京都港区新橋二丁目21-1,139.759451,35.665577,9930210
7623,9930211,2800313,東銀座,ひがしぎんざ,ひ,99302,中央区銀座４-１２-１５,139.767253,35.669464,9930211
7624,9930212,2800110,宝町,たからちょう,た,99302,中央区京橋２-１３-１１,139.771767,35.675461,9930212
7625,9930213,2800109,日本橋,にほんばし,に,99302,中央区日本橋１丁目,139.775721,35.681688,9930213
7626,9930214,2800309,人形町,にんぎょうちょう,に,99302,中央区日本橋人形町２-６-５,139.782285,35.686307,9930214
7627,9930215,1131403,東日本橋,ひがしにほんばし,ひ,99302,中央区東日本橋３-１１-８,139.784821,35.692126,9930215
7628,9930216,1131320,浅草橋,あさくさばし,あ,99302,台東区浅草橋１丁目,139.786305,35.697451,9930216
7629,9930217,9930112,蔵前,くらまえ,く,99302,台東区蔵前２-３-１,139.790931,35.703236,9930217
7630,9930218,2100201,浅草,あさくさ,あ,99302,東京都台東区駒形一丁目12-14,139.79697,35.709461,9930218
7631,9930219,9930219,本所吾妻橋,ほんじょあづまばし,ほ,99302,墨田区吾妻橋３-７-１６,139.804624,35.70858,9930219
7632,9930220,2100203,押上（スカイツリー前）,おしあげ すかいつりーまえ,お,99302,墨田区押上一丁目,139.812935,35.710702,9930220
7633,9930301,1130203,目黒,めぐろ,め,99303,東京都品川区上大崎四丁目2-1,139.7155,35.633272,9930301
7634,9930302,2800918,白金台,しろかねだい,し,99303,港区白金台３-２,139.726133,35.637917,9930302
7635,9930303,2800917,白金高輪,しろかねたかなわ,し,99303,港区高輪１-３-２０,139.734104,35.642903,9930303
7636,9930304,9930208,三田,みた,み,99303,港区芝５-３４-１０,139.748775,35.64818,9930304
7637,9930305,9930305,芝公園,しばこうえん,し,99303,港区芝公園４-８-１４,139.749824,35.654074,9930305
7638,9930306,9930306,御成門,おなりもん,お,99303,港区西新橋３-２４-６,139.751535,35.661215,9930306
7639,9930307,9930307,内幸町,うちさいわいちょう,う,99303,千代田区内幸町２-２-３,139.75561,35.66975,9930307
7640,9930308,2800315,日比谷,ひびや,ひ,99303,千代田区有楽町１丁目,139.759998,35.676036,9930308
7641,9930309,2800208,大手町,おおてまち,お,99303,千代田区大手町１丁目,139.762959,35.684856,9930309
7642,9930310,2800807,神保町,じんぼうちょう,じ,99303,千代田区神田神保町２-２,139.75812,35.695492,9930310
7643,9930311,1131317,水道橋,すいどうばし,す,99303,千代田区三崎町２丁目,139.75516,35.703398,9930311
7644,9930312,9930108,春日,かすが,か,99303,文京区春日１-１６-１７,139.75325,35.709598,9930312
7645,9930313,9930313,白山,はくさん,は,99303,文京区白山５-３６-１０,139.752136,35.721408,9930313
7646,9930314,9930314,千石,せんごく,せ,99303,文京区千石１-２９-１３,139.744792,35.727957,9930314
7647,9930315,1130214,巣鴨,すがも,す,99303,東京都豊島区巣鴨三丁目27-7,139.738519,35.733502,9930315
7648,9930316,9930316,西巣鴨,にしすがも,に,99303,豊島区西巣鴨３-２５-１３,139.728712,35.743508,9930316
7649,9930317,9930317,新板橋,しんいたばし,し,99303,板橋区板橋１-５３-１７,139.720101,35.748785,9930317
7650,9930318,9930318,板橋区役所前,いたばしくやくしょまえ,い,99303,板橋区板橋２-６６-１７,139.710102,35.751284,9930318
7651,9930319,9930319,板橋本町,いたばしほんちょう,い,99303,板橋区大和町１７-１,139.705535,35.761339,9930319
7652,9930320,9930320,本蓮沼,もとはすぬま,も,99303,板橋区蓮沼町１９-８,139.702324,35.768782,9930320
7653,9930321,9930321,志村坂上,しむらさかうえ,し,99303,板橋区志村１-１４-１３,139.69538,35.775725,9930321
7654,9930322,9930322,志村三丁目,しむらさんちょうめ,し,99303,板橋区志村３-２３-１,139.685937,35.777391,9930322
7655,9930323,9930323,蓮根,はすね,は,99303,板橋区蓮根２-３１-３０,139.678993,35.784335,9930323
7656,9930324,9930324,西台,にしだい,に,99303,板橋区高島平９-１-１,139.673971,35.78699,9930324
7657,9930325,9930325,高島平,たかしまだいら,た,99303,板橋区高島平８-２-１,139.661216,35.789056,9930325
7658,9930326,9930326,新高島平,しんたかしまだいら,し,99303,板橋区高島平７-１,139.654275,35.790189,9930326
7659,9930327,9930327,西高島平,にしたかしまだいら,に,99303,板橋区高島平６-１,139.64594,35.791833,9930327
7660,9930401,1130208,新宿,しんじゅく,し,99304,東京都新宿区西新宿一丁目18,139.698812,35.68869,9930401
7661,9930402,2800217,新宿三丁目,しんじゅくさんちょうめ,し,99304,新宿区新宿３-１４-１,139.706271,35.690616,9930402
7662,9930403,9930403,曙橋,あけぼのばし,あ,99304,新宿区住吉町７-１,139.722881,35.692402,9930403
7663,9930404,1131315,市ヶ谷,いちがや,い,99304,東京都新宿区市谷田町一丁目1,139.735794,35.692594,9930404
7664,9930405,2800407,九段下,くだんした,く,99304,千代田区九段南１-６-１,139.751948,35.695589,9930405
7665,9930406,2800807,神保町,じんぼうちょう,じ,99304,千代田区神田神保町２-２,139.757606,35.695966,9930406
7666,9930407,2800207,小川町,おがわまち,お,99304,千代田区神田小川町１-６,139.767551,35.695487,9930407
7667,9930408,9930408,岩本町,いわもとちょう,い,99304,千代田区神田岩本町１,139.775866,35.695534,9930408
7668,9930409,1131403,馬喰横山,ばくろよこやま,ば,99304,中央区日本橋横山町４-１３,139.782768,35.69212,9930409
7669,9930410,9930410,浜町,はまちょう,は,99304,中央区日本橋浜町２-５９-３,139.788154,35.688516,9930410
7670,9930411,9930114,森下,もりした,も,99304,江東区森下２-１７-１７,139.797042,35.68796,9930411
7671,9930412,9930412,菊川,きくかわ,き,99304,墨田区菊川３-１６-２,139.806016,35.688379,9930412
7672,9930413,2800814,住吉,すみよし,す,99304,江東区住吉２-２３-１２,139.815681,35.689073,9930413
7673,9930414,9930414,西大島,にしおおじま,に,99304,江東区大島２-４１-１９,139.826206,35.689349,9930414
7674,9930415,9930415,大島,おおじまえき,お,99304,江東区大島５-１０-８,139.83565,35.689905,9930415
7675,9930416,9930416,東大島,ひがしおおじま,ひ,99304,江東区大島９-３-１４,139.845963,35.690355,9930416
7676,9930417,9930417,船堀,ふなぼり,ふ,99304,江戸川区船堀３-６-１,139.864258,35.683795,9930417
7677,9930418,9930418,一之江,いちのえ,い,99304,江戸川区春江町４-２,139.882934,35.686055,9930418
7678,9930419,9930419,瑞江,みずえ,み,99304,江戸川区瑞江２-２-１,139.89761,35.693318,9930419
7679,9930420,9930420,篠崎,しのざき,し,99304,江戸川区篠崎町７-２７-１,139.903698,35.706017,9930420
7681,9930501,9930501,三ノ輪橋,みのわばし,み,99305,荒川区南千住１,139.791412,35.732248,9930501
7682,9930502,9930502,荒川一中前,あらかわいっちゅうまえ,あ,99305,荒川区南千住１-１,139.788988,35.733659,9930502
7683,9930503,9930503,荒川区役所前,あらかわくやくしょまえ,あ,99305,荒川区荒川１,139.786456,35.73493,9930503
7684,9930504,9930504,荒川二丁目,あらかわにちょうめ,あ,99305,荒川区荒川２,139.784696,35.738623,9930504
7685,9930505,9930505,荒川七丁目,あらかわななちょうめ,あ,99305,荒川区荒川７,139.78417,35.741975,9930505
7686,9930506,2300104,町屋駅前,まちやえきまえ,ま,99305,荒川区荒川７,139.781145,35.74275,9930506
7687,9930507,9930507,町屋二丁目,まちやにちょうめ,ま,99305,荒川区荒川６,139.776625,35.743837,9930507
7688,9930508,9930508,東尾久三丁目,ひがしおぐさんちょうめ,ひ,99305,荒川区東尾久３,139.774386,35.745398,9930508
7689,9930509,9930509,熊野前,くまのまえ,く,99305,荒川区東尾久５,139.769204,35.749212,9930509
7690,9930510,9930510,宮ノ前,みやのまえ,み,99305,荒川区東尾久５,139.764955,35.750135,9930510
7691,9930511,9930511,小台,おだい,お,99305,荒川区西尾久５,139.761779,35.750579,9930511
7692,9930512,9930512,荒川遊園地前,あらかわゆうえんちまえ,あ,99305,荒川区西尾久５,139.757767,35.750744,9930512
7693,9930513,9930513,荒川車庫前,あらかわしゃこまえ,あ,99305,荒川区西尾久７,139.752617,35.750909,9930513
7694,9930514,9930514,梶原,かじわら,か,99305,北区堀船３,139.747403,35.751162,9930514
7695,9930515,9930515,栄町,さかえまち,さ,99305,北区栄町,139.742124,35.750909,9930515
7696,9930516,1133212,王子駅前,おうじえきまえ,お,99305,北区王子１,139.737661,35.753199,9930516
7697,9930517,9930517,飛鳥山,あすかやま,あ,99305,北区滝野川１,139.737382,35.750248,9930517
7698,9930518,9930518,滝野川一丁目,たきのがわいっちょうめ,た,99305,北区滝野川１,139.735376,35.747374,9930518
7699,9930519,9930519,西ヶ原四丁目,にしがはらよんちょうめ,に,99305,東京都北区西ヶ原四丁目,139.732779,35.744501,9930519
7700,9930520,9930520,新庚申塚,しんこうしんづか,し,99305,豊島区西巣鴨４,139.730451,35.741348,9930520
7701,9930521,9930521,庚申塚,こうしんづか,こ,99305,豊島区西巣鴨３,139.729743,35.739563,9930521
7702,9930522,9930522,巣鴨新田,すがもしんでん,す,99305,豊島区西巣鴨１,139.727769,35.735488,9930522
7703,9930523,1130213,大塚駅前,おおつかえきまえ,お,99305,豊島区南大塚３,139.729593,35.732082,9930523
7704,9930524,9930524,向原,むこうはら,む,99305,豊島区南大塚３,139.724894,35.728938,9930524
7705,9930525,2800610,東池袋四丁目,ひがしいけぶくろよんちょうめ,ひ,99305,豊島区東池袋５,139.720012,35.72528,9930525
7706,9930526,9930526,都電雑司ヶ谷,とでんぞうしがや,と,99305,東京都豊島区南池袋,139.718006,35.724261,9930526
7707,9930527,2801010,鬼子母神前,きしぼじんまえ,き,99305,豊島区雑司が谷２,139.714916,35.720403,9930527
7708,9930528,9930528,学習院下,がくしゅういんした,が,99305,豊島区高田２,139.71247,35.716248,9930528
7709,9930529,9930529,面影橋,おもかげばし,お,99305,新宿区西早稲田３,139.714444,35.712981,9930529
7710,9930530,9930530,早稲田,わせだ,わ,99305,東京都新宿区西早稲田一丁目,139.718928,35.711848,9930530
7747,9930701,2800901,赤羽岩淵,あかばねいわぶち,あ,99307,北区赤羽１-５２-８,139.722103,35.783417,9930701
7769,9930901,1130222,秋葉原,あきはばら,あ,99309,東京都千代田区神田佐久間町一丁目6-10,139.774273,35.698889,9930901
7770,9930902,9930111,新御徒町,しんおかちまち,し,99309,台東区元浅草１-５-２,139.781958,35.707045,9930902
7771,9930903,9930903,浅草,あさくさ,あ,99309,東京都台東区西浅草三丁目1-11,139.792389,35.713817,9930903
7772,9930904,1132004,南千住,みなみせんじゅ,み,99309,荒川区南千住４丁目,139.798783,35.732413,9930904
7773,9930905,1132005,北千住,きたせんじゅ,き,99309,足立区千住旭町,139.805092,35.74949,9930905
7774,9930906,9930906,青井,あおい,あ,99309,足立区青井三丁目,139.82038,35.771782,9930906
7775,9930907,9930907,六町,ろくちょう,ろ,99309,足立区六町四丁目,139.821816,35.784963,9930907
7795,9931101,1130102,新橋,しんばし,し,99311,東京都港区東新橋一丁目5-13,139.759644,35.665503,9931101
7796,9931102,9930120,汐留,しおどめ,し,99311,港区東新橋１丁目５,139.759985,35.662871,9931102
7797,9931103,9931103,竹芝,たけしば,た,99311,港区海岸１-１３-１０,139.762037,35.654099,9931103
7798,9931104,9931104,日の出,ひので,ひ,99311,港区海岸２-７-６８,139.75906,35.649136,9931104
7799,9931105,9931105,芝浦ふ頭,しばうらふとう,し,99311,港区海岸３-２２-１２,139.757852,35.641773,9931105
7800,9931106,9931106,お台場海浜公園,おだいばかいひんこうえん,お,99311,港区台場２-３,139.778607,35.629813,9931106
7801,9931107,9931107,台場,だいば,だ,99311,港区台場２-６,139.771435,35.625908,9931107
7802,9931108,9931108,船の科学館,ふねのかがくかん,ふ,99311,江東区青海１,139.773157,35.621462,9931108
7803,9931109,9931109,テレコムセンター,テレコムセンター,て,99311,江東区青海２-２９,139.779327,35.617593,9931109
7804,9931110,9931110,青海,あおみ,あ,99311,江東区青海１,139.781132,35.62467,9931110
7805,9931111,9931111,国際展示場正門,こくさいてんじじょうせいもん,こ,99311,江東区有明３-１,139.791228,35.630158,9931111
7806,9931112,9931112,有明,ありあけ,あ,99311,江東区有明２-５,139.793269,35.634596,9931112
7807,9931113,9931113,有明テニスの森,ありあけてにすのもり,あ,99311,江東区有明１丁目,139.78888,35.639964,9931113
7808,9931114,9931114,市場前,しじょうまえ,し,99311,江東区豊洲６丁目,139.78564,35.645684,9931114
7809,9931115,9931115,新豊洲,しんとよす,し,99311,江東区豊洲６丁目,139.789996,35.648718,9931115
7810,9931116,2800622,豊洲,とよす,と,99311,東京都江東区豊洲二丁目2,139.795414,35.653792,9931116
8158,9933601,1130227,浜松町,はままつちょう,は,99336,東京都港区浜松町二丁目4-12,139.756747,35.655666,9933601
8159,9933602,9933602,天王洲アイル,てんのうずあいる,て,99336,品川区東品川２-５-１９,139.750675,35.622908,9933602
8160,9933603,9933603,大井競馬場前,おおいけいばじょうまえ,お,99336,品川区勝島２-２-３５,139.74708,35.595006,9933603
8161,9933604,9933604,流通センター,りゅうつうせんたー,り,99336,大田区平和島６-１-２,139.748964,35.58186,9933604
8162,9933605,9933605,昭和島,しょうわじま,し,99336,大田区昭和島２-２-１,139.749918,35.570656,9933605
8163,9933606,9933606,整備場,せいびじょう,せ,99336,大田区羽田空港１-７-４,139.753366,35.555125,9933606
8164,9933607,2700205,天空橋,てんくうばし,て,99336,大田区羽田空港１-１-２,139.75423,35.548908,9933607
8165,9933611,2700207,羽田空港国際線ビル,はねだくうこうこくさいせんびる,は,99336,東京都大田区羽田空港二丁目6-5,139.768206,35.544169,9933607
8166,9933608,9933608,新整備場,しんせいびじょう,し,99336,大田区羽田空港３-５-１,139.786777,35.542773,9933608
8167,9933609,2700206,羽田空港第１ビル,はねだくうこうだいいちびる,は,99336,大田区羽田空港３-３-２,139.784653,35.549163,9933609
8168,9933610,2700206,羽田空港第２ビル,はねだくうこうだいにびる,は,99336,大田区羽田空港３-４-２,139.787979,35.550734,9933610
8169,9933701,1132605,新木場,しんきば,し,99337,東京都江東区新木場一丁目6,139.827402,35.646172,9933701
8170,9933702,9933702,東雲,しののめ,し,99337,江東区東雲２-８-１０,139.804395,35.640987,9933702
8171,9933703,9933703,国際展示場,こくさいてんじじょう,こ,99337,江東区有明２-５-２５,139.791617,35.63441,9933703
8172,9933704,9933704,東京テレポート,とうきょうてれぽーと,と,99337,江東区青海１-２,139.778896,35.62753,9933704
8173,9933705,9933602,天王洲アイル,てんのうずあいる,て,99337,品川区東品川２-５-１９,139.750793,35.620562,9933705
8174,9933706,9933706,品川シーサイド,しながわしーさいど,し,99337,品川区東品川４-１２-２２,139.749549,35.608524,9933706
8175,9933707,1133228,大井町,おおいまち,お,99337,品川区大井１丁目,139.735025,35.607535,9933707
8176,9933708,1130201,大崎,おおさき,お,99337,東京都品川区大崎一丁目21-4,139.728439,35.619772,9933708
8197,9934001,2300110,京成高砂,けいせいたかさご,け,99340,東京都葛飾区高砂五丁目28-1,139.866875,35.750932,9934001
8198,9934002,9934002,新柴又,しんしばまた,し,99340,葛飾区柴又５-７-１,139.879376,35.75101,9934002
8221,9934201,1130218,日暮里,にっぽり,に,99342,東京都荒川区西日暮里二丁目19-1,139.771287,35.727908,9934201
8222,9934202,1130217,西日暮里,にしにっぽり,に,99342,東京都荒川区西日暮里五丁目31-7,139.766857,35.731954,9934202
8223,9934203,9934203,赤土小学校前,あかどしょうがっこうまえ,あ,99342,荒川区東尾久４-７-７,139.768989,35.742454,9934203
8224,9934204,9930509,熊野前,くまのまえ,く,99342,荒川区東尾久５,139.769695,35.748972,9934204
8225,9934205,9934205,足立小台,あだちおだい,あ,99342,足立区小台１-２０-１,139.770381,35.754658,9934205
8226,9934206,9934206,扇大橋,おうぎおおはし,お,99342,足立区扇２-２５-７,139.770808,35.763897,9934206
8227,9934207,9934207,高野,こうや,こ,99342,足立区扇２-４５-１,139.770679,35.768359,9934207
8228,9934208,9934208,江北,こうほく,こ,99342,足立区江北４-３０-２７,139.770306,35.774021,9934208
8229,9934209,9934209,西新井大師西,にしあらいだいにし,に,99342,足立区江北６-３０-２３,139.770094,35.781505,9934209
8230,9934210,9934210,谷在家,やざいけ,や,99342,足立区谷在家３-２０-２３,139.770043,35.788774,9934210
8231,9934211,9934211,舎人公園,とねりこうえん,と,99342,足立区舎人公園１-１０,139.770183,35.79623,9934211
8232,9934212,9934212,舎人,とねり,と,99342,足立区舎人１-１６-１５,139.770108,35.8057,9934212
8233,9934213,9934213,見沼代親水公園,みぬまだいしんすいこうえん,み,99342,足立区舎人２-２１-１３,139.770719,35.814544,9934213
