,station_cd,station_g_cd,station_name,station_name_k,station_name_i,line_cd,add,lon,lat,e_sort
5739,2700101,2700101,泉岳寺,せんがくじ,せ,27001,港区高輪２-１６-３４,139.74002,35.638692,2700101
5740,2700102,1130103,品川,しながわ,し,27001,東京都港区高輪三丁目26-26,139.73809,35.628284,2700102
5741,2700103,2700103,北品川,きたしながわ,き,27001,品川区北品川１-１-４,139.739191,35.622458,2700103
5742,2700104,2700104,新馬場,しんばんば,し,27001,品川区北品川２-１８-１,139.741366,35.61762,2700104
5743,2700105,2700105,青物横丁,あおものよこちょう,あ,27001,品川区南品川３-１-２０,139.742958,35.609351,2700105
5744,2700106,2700106,鮫洲,さめず,さ,27001,品川区東大井１-２-２０,139.742227,35.604977,2700106
5745,2700107,2700107,立会川,たちあいがわ,た,27001,品川区東大井２-２３-１,139.738886,35.598489,2700107
5746,2700108,2700108,大森海岸,おおもりかいがん,お,27001,品川区南大井３-３２-１,139.73544,35.587576,2700108
5747,2700109,2700109,平和島,へいわじま,へ,27001,大田区大森北６-１３-１１,139.73491,35.57868,2700109
5748,2700110,2700110,大森町,おおもりまち,お,27001,大田区大森西３-２４-７,139.732027,35.572431,2700110
5749,2700111,2700111,梅屋敷,うめやしき,う,27001,大田区蒲田２-２８-１,139.728266,35.566873,2700111
5750,2700112,2700112,京急蒲田,けいきゅうかまた,け,27001,大田区蒲田４-５０-１０,139.723681,35.560796,2700112
5751,2700113,2700113,雑色,ぞうしき,ぞ,27001,大田区仲六郷２-４２-１,139.715005,35.549725,2700113
5752,2700114,2700114,六郷土手,ろくごうどて,ろ,27001,大田区仲六郷４-２７-１１,139.7076,35.540577,2700114
5789,2700201,2700112,京急蒲田,けいきゅうかまた,け,27002,大田区蒲田４-５０-１０,139.723681,35.560796,2700201
5790,2700202,2700202,糀谷,こうじや,こ,27002,大田区西糀谷４-１３-１７,139.72962,35.5545,2700202
5791,2700203,2700203,大鳥居,おおとりい,お,27002,大田区西糀谷３-３７-１８,139.739356,35.552531,2700203
5792,2700204,2700204,穴守稲荷,あなもりいなり,あ,27002,大田区羽田４-６-１１,139.746669,35.550326,2700204
5793,2700205,2700205,天空橋,てんくうばし,て,27002,大田区羽田空港１-１-２,139.75423,35.548908,2700205
5794,2700207,2700207,羽田空港国際線ターミナル,はねだくうこうこくさいせんたーみなる,は,27002,東京都大田区羽田空港二丁目6番5号,139.768968,35.544676,2700205
5795,2700206,2700206,羽田空港国内線ターミナル,はねだくうこうこくないせんたーみなる,は,27002,大田区羽田空港３-３-４,139.785962,35.549809,2700206
5816,2800101,2100201,浅草,あさくさ,あ,28001,東京都台東区浅草一丁目1-3,139.797592,35.710733,2800101
5817,2800102,2800102,田原町,たわらまち,た,28001,台東区西浅草１-１-１８,139.790897,35.709897,2800102
5818,2800103,2800103,稲荷町,いなりちょう,い,28001,台東区東上野３-３３-１１,139.782593,35.711273,2800103
5819,2800104,1130220,上野,うえの,う,28001,東京都台東区東上野三丁目19-6,139.777122,35.711482,2800104
5820,2800105,1130221,上野広小路,うえのひろこうじ,う,28001,台東区上野３-２９-３,139.772877,35.70768,2800105
5821,2800106,2800106,末広町,すえひろちょう,す,28001,千代田区外神田４-７-３,139.771713,35.702972,2800106
5822,2800107,1130223,神田,かんだ,か,28001,東京都千代田区神田須田町一丁目16,139.770899,35.693587,2800107
5823,2800108,1131402,三越前,みつこしまえ,み,28001,中央区日本橋室町１-８-１,139.773594,35.687101,2800108
5824,2800109,2800109,日本橋,にほんばし,に,28001,中央区日本橋１丁目,139.773516,35.682078,2800109
5825,2800110,2800110,京橋,きょうばし,き,28001,中央区京橋２-２-１０,139.770126,35.676856,2800110
5826,2800111,2800111,銀座,ぎんざ,ぎ,28001,中央区銀座４-１-２,139.763965,35.671989,2800111
5827,2800112,1130102,新橋,しんばし,し,28001,東京都港区新橋二丁目17-5,139.758432,35.667434,2800112
5828,2800113,2800113,虎ノ門,とらのもん,と,28001,港区虎ノ門１-１-２１,139.749832,35.670236,2800113
5829,2800114,2800114,溜池山王,ためいけさんのう,た,28001,千代田区永田町２-１１-１,139.741419,35.673621,2800114
5830,2800115,2800115,赤坂見附,あかさかみつけ,あ,28001,港区赤坂３-１-６,139.737047,35.677021,2800115
5831,2800116,2800116,青山一丁目,あおやまいっちょうめ,あ,28001,港区南青山１-１-１９,139.724159,35.672765,2800116
5832,2800117,2800117,外苑前,がいえんまえ,が,28001,港区北青山２-７-１６,139.717857,35.670527,2800117
5833,2800118,2800118,表参道,おもてさんどう,お,28001,港区北青山３丁目,139.712314,35.665247,2800118
5834,2800119,1130205,渋谷,しぶや,し,28001,東京都渋谷区道玄坂一丁目1-1,139.701,35.659066,2800119
5835,2800201,1130212,池袋,いけぶくろ,い,28002,東京都豊島区南池袋一丁目28-1,139.711086,35.730256,2800201
5836,2800202,2800202,新大塚,しんおおつか,し,28002,文京区大塚４-５１-５,139.729971,35.72569,2800202
5837,2800203,2800203,茗荷谷,みょうがだに,み,28002,文京区小日向４-６-１５,139.737184,35.716989,2800203
5838,2800204,2800204,後楽園,こうらくえん,こ,28002,文京区春日１-２-３,139.751864,35.707898,2800204
5839,2800205,2800205,本郷三丁目,ほんごうさんちょうめ,ほ,28002,文京区本郷２-３９-１,139.759914,35.706671,2800205
5840,2800206,1131203,御茶ノ水,おちゃのみず,お,28002,千代田区神田駿河台２丁目,139.763952,35.700614,2800206
5841,2800207,2800207,淡路町,あわじちょう,あ,28002,千代田区神田淡路町１-２,139.767575,35.695434,2800207
5842,2800208,2800208,大手町,おおてまち,お,28002,千代田区大手町１丁目,139.7662,35.686564,2800208
5843,2800209,1130101,東京,とうきょう,と,28002,東京都千代田区丸の内一丁目,139.764708,35.681753,2800209
5844,2800210,2800111,銀座,ぎんざ,ぎ,28002,中央区銀座４-１-２,139.763965,35.671989,2800210
5845,2800211,2800211,霞ケ関,かすみがせき,か,28002,千代田区霞が関２丁目,139.750899,35.673838,2800211
5846,2800212,2800212,国会議事堂前,こっかいぎじどうまえ,こ,28002,千代田区永田町１丁目,139.745219,35.67393,2800212
5847,2800213,2800115,赤坂見附,あかさかみつけ,あ,28002,港区赤坂３-１-６,139.737047,35.677021,2800213
5848,2800214,1131102,四ツ谷,よつや,よ,28002,新宿区四谷１丁目,139.729947,35.684586,2800214
5849,2800215,2800215,四谷三丁目,よつやさんちょうめ,よ,28002,新宿区四谷３-８,139.720103,35.687958,2800215
5850,2800216,2800216,新宿御苑前,しんじゅくぎょえんまえ,し,28002,新宿区新宿１-８-１,139.71069,35.688588,2800216
5851,2800217,2800217,新宿三丁目,しんじゅくさんちょうめ,し,28002,新宿区新宿３-１４-１,139.704895,35.690847,2800217
5852,2800218,1130208,新宿,しんじゅく,し,28002,東京都新宿区西新宿一丁目 西口地下街1号,139.700711,35.69235,2800218
5853,2800219,2800219,西新宿,にししんじゅく,に,28002,新宿区西新宿６-７-５１,139.692778,35.694298,2800219
5854,2800220,2800220,中野坂上,なかのさかうえ,な,28002,中野区中央２-１-２,139.68291,35.69792,2800220
5855,2800221,2800221,新中野,しんなかの,し,28002,中野区中央４-２-１５,139.66903,35.697491,2800221
5856,2800222,2800222,東高円寺,ひがしこうえんじ,ひ,28002,杉並区和田３-５５-４２,139.657822,35.697802,2800222
5857,2800223,2800223,新高円寺,しんこうえんじ,し,28002,杉並区高円寺南２-２０-１,139.648068,35.697985,2800223
5858,2800224,2800224,南阿佐ケ谷,みなみあさがや,み,28002,杉並区阿佐谷南１-１５-７,139.63576,35.699624,2800224
5859,2800225,1131217,荻窪,おぎくぼ,お,28002,杉並区上荻１丁目,139.620116,35.704304,2800225
5860,2800226,2800226,中野新橋,なかのしんばし,な,28002,中野区弥生町２-２６-８,139.673997,35.692123,2800226
5861,2800227,2800227,中野富士見町,なかのふじみちょう,な,28002,中野区弥生町５-２４-４,139.666933,35.690514,2800227
5862,2800228,2800228,方南町,ほうなんちょう,ほ,28002,杉並区堀ノ内１-１-１,139.656498,35.683496,2800228
5863,2800301,1132005,北千住,きたせんじゅ,き,28003,足立区千住旭町,139.804276,35.748916,2800301
5864,2800302,1132004,南千住,みなみせんじゅ,み,28003,荒川区南千住４丁目,139.799273,35.733398,2800302
5865,2800303,2800303,三ノ輪,みのわ,み,28003,台東区三ノ輪２-１４-７,139.791485,35.729623,2800303
5866,2800304,2800304,入谷,いりや,い,28003,台東区入谷１-６-４,139.783924,35.719862,2800304
5867,2800305,1130220,上野,うえの,う,28003,東京都台東区東上野三丁目19-6,139.777122,35.711482,2800305
5868,2800306,1130221,仲御徒町,なかおかちまち,な,28003,台東区上野５-２４-１２,139.776138,35.706649,2800306
5869,2800307,1130222,秋葉原,あきはばら,あ,28003,東京都千代田区神田佐久間町一丁目21,139.775459,35.698162,2800307
5870,2800308,2800308,小伝馬町,こでんまちょう,こ,28003,中央区日本橋小伝馬町１１-１,139.778433,35.690737,2800308
5871,2800309,2800309,人形町,にんぎょうちょう,に,28003,中央区日本橋人形町２-６-５,139.782285,35.686307,2800309
5872,2800310,2800310,茅場町,かやばちょう,か,28003,中央区日本橋茅場町１-４-６,139.780005,35.679752,2800310
5873,2800311,1132602,八丁堀,はっちょうぼり,は,28003,中央区八丁堀３丁目,139.776982,35.674851,2800311
5874,2800312,2800312,築地,つきじ,つ,28003,中央区築地３-１５-１,139.772603,35.668115,2800312
5875,2800313,2800313,東銀座,ひがしぎんざ,ひ,28003,中央区銀座４-１２-１５,139.767253,35.669464,2800313
5876,2800314,2800111,銀座,ぎんざ,ぎ,28003,中央区銀座４-１-２,139.763965,35.671989,2800314
5877,2800315,2800315,日比谷,ひびや,ひ,28003,千代田区有楽町１丁目,139.76017,35.67459,2800315
5878,2800316,2800211,霞ケ関,かすみがせき,か,28003,千代田区霞が関２丁目,139.750899,35.673838,2800316
5879,2800317,2800317,神谷町,かみやちょう,か,28003,港区虎ノ門５-１２-１１,139.745069,35.662978,2800317
5880,2800318,2800318,六本木,ろっぽんぎ,ろ,28003,港区六本木６-１-２５,139.731443,35.662836,2800318
5881,2800319,2800319,広尾,ひろお,ひ,28003,港区南麻布５-１０-２８,139.722202,35.652279,2800319
5882,2800320,1130204,恵比寿,えびす,え,28003,東京都渋谷区恵比寿南一丁目5-5,139.708988,35.647332,2800320
5883,2800321,2600103,中目黒,なかめぐろ,な,28003,目黒区上目黒３-４-１,139.698621,35.643854,2800321
5884,2800401,1131214,中野,なかの,な,28004,中野区中野５丁目,139.665835,35.705765,2800401
5885,2800402,2800402,落合,おちあい,お,28004,新宿区上落合２-１３-７,139.687284,35.710976,2800402
5886,2800403,1130210,高田馬場,たかだのばば,た,28004,東京都新宿区高田馬場一丁目35-1,139.704745,35.713338,2800403
5887,2800404,2800404,早稲田,わせだ,わ,28004,東京都新宿区早稲田南町12,139.721319,35.705723,2800404
5888,2800405,2800405,神楽坂,かぐらざか,か,28004,新宿区矢来町１１２,139.734546,35.70379,2800405
5889,2800406,1131316,飯田橋,いいだばし,い,28004,東京都千代田区飯田橋四丁目10-3,139.745986,35.701725,2800406
5890,2800407,2800407,九段下,くだんした,く,28004,千代田区九段南１-６-１,139.751948,35.695589,2800407
5891,2800408,2800408,竹橋,たけばし,た,28004,千代田区一ツ橋１-１-１,139.756817,35.690662,2800408
5892,2800409,2800208,大手町,おおてまち,お,28004,千代田区大手町１丁目,139.766086,35.684801,2800409
5893,2800410,2800109,日本橋,にほんばし,に,28004,中央区日本橋１丁目,139.773516,35.682078,2800410
5894,2800411,2800310,茅場町,かやばちょう,か,28004,中央区日本橋茅場町１-４-６,139.780005,35.679752,2800411
5895,2800412,2800412,門前仲町,もんぜんなかちょう,も,28004,江東区門前仲町１丁目,139.796209,35.671851,2800412
5896,2800413,2800413,木場,きば,き,28004,江東区木場５-５-１,139.807042,35.669351,2800413
5897,2800414,2800414,東陽町,とうようちょう,と,28004,江東区東陽４-２-１,139.817596,35.669629,2800414
5898,2800415,2800415,南砂町,みなみすなまち,み,28004,江東区南砂３-１１-８５,139.83065,35.668796,2800415
5899,2800416,2800416,西葛西,にしかさい,に,28004,江戸川区西葛西６-１４-１,139.859259,35.664631,2800416
5900,2800417,2800417,葛西,かさい,か,28004,江戸川区中葛西５-４３-１１,139.872458,35.663554,2800417
5907,2800501,2800501,北綾瀬,きたあやせ,き,28005,足立区谷中２丁目,139.832035,35.777117,2800501
5908,2800502,1132006,綾瀬,あやせ,あ,28005,足立区綾瀬３丁目,139.825019,35.762222,2800502
5909,2800503,1132005,北千住,きたせんじゅ,き,28005,足立区千住旭町,139.804276,35.748916,2800503
5910,2800504,2300104,町屋,まちや,ま,28005,荒川区町屋１丁目,139.780501,35.742733,2800504
5911,2800505,1130217,西日暮里,にしにっぽり,に,28005,東京都荒川区西日暮里五丁目14-1,139.766511,35.732257,2800505
5912,2800506,2800506,千駄木,せんだぎ,せ,28005,文京区千駄木２丁目,139.763243,35.725549,2800506
5913,2800507,2800507,根津,ねづ,ね,28005,文京区根津１丁目,139.765655,35.7174,2800507
5914,2800508,2800508,湯島,ゆしま,ゆ,28005,文京区湯島３丁目,139.769916,35.708243,2800508
5915,2800509,1131203,新御茶ノ水,しんおちゃのみず,し,28005,千代田区神田駿河台３丁目,139.766014,35.698072,2800509
5916,2800510,2800208,大手町,おおてまち,お,28005,千代田区大手町１丁目,139.763399,35.686154,2800510
5917,2800511,2800511,二重橋前,にじゅうばしまえ,に,28005,千代田区丸の内２丁目,139.761948,35.681071,2800511
5918,2800512,2800315,日比谷,ひびや,ひ,28005,千代田区有楽町１丁目,139.758732,35.674241,2800512
5919,2800513,2800211,霞ケ関,かすみがせき,か,28005,千代田区霞が関２丁目,139.750899,35.673838,2800513
5920,2800514,2800212,国会議事堂前,こっかいぎじどうまえ,こ,28005,千代田区永田町１丁目,139.745219,35.67393,2800514
5921,2800515,2800515,赤坂,あかさか,あ,28005,港区赤坂５丁目,139.738348,35.67323,2800515
5922,2800516,2800516,乃木坂,のぎざか,の,28005,港区南青山１丁目,139.726215,35.666572,2800516
5923,2800517,2800118,表参道,おもてさんどう,お,28005,港区北青山３丁目,139.712314,35.665247,2800517
5924,2800518,1130206,明治神宮前〈原宿〉,めいじじんぐうまえ,め,28005,渋谷区神宮前１丁目,139.703995,35.669071,2800518
5925,2800519,2500104,代々木公園,よよぎこうえん,よ,28005,渋谷区富ケ谷１丁目,139.689099,35.669187,2800519
5926,2800520,2500105,代々木上原,よよぎうえはら,よ,28005,渋谷区西原３丁目,139.680153,35.669159,2800520
5928,2800602,2100110,地下鉄成増,ちかてつなります,ち,28006,東京都板橋区成増二丁目11-3,139.631497,35.776557,2800602
5929,2800603,2100109,地下鉄赤塚,ちかてつあかつか,ち,28006,東京都練馬区北町八丁目37-16,139.644021,35.769939,2800603
5930,2800604,2800604,平和台,へいわだい,へ,28006,東京都練馬区早宮2-17-48,139.653762,35.757863,2800604
5931,2800605,2800605,氷川台,ひかわだい,ひ,28006,東京都練馬区氷川台三丁目38-18,139.665567,35.74955,2800605
5932,2800606,2200301,小竹向原,こたけむかいはら,こ,28006,東京都練馬区小竹町二丁目16-15,139.678572,35.743803,2800606
5933,2800607,2800607,千川,せんかわ,せ,28006,東京都豊島区要町三丁目10-7,139.689271,35.738229,2800607
5934,2800608,2800608,要町,かなめちょう,か,28006,東京都豊島区要町一丁目1-10,139.698715,35.73323,2800608
5935,2800609,1130212,池袋,いけぶくろ,い,28006,東京都豊島区西池袋三丁目28-14,139.710088,35.729565,2800609
5936,2800610,2800610,東池袋,ひがしいけぶくろ,ひ,28006,東京都豊島区東池袋四丁目4-4,139.719546,35.725732,2800610
5937,2800611,2800611,護国寺,ごこくじ,ご,28006,東京都文京区大塚五丁目40-8,139.72754,35.719044,2800611
5938,2800612,2800612,江戸川橋,えどがわばし,え,28006,東京都文京区関口一丁目19-6,139.733538,35.709495,2800612
5939,2800613,1131316,飯田橋,いいだばし,い,28006,東京都新宿区神楽坂一丁目13,139.743669,35.701934,2800613
5940,2800614,1131315,市ケ谷,いちがや,い,28006,東京都新宿区市谷田町一丁目1,139.73647,35.691958,2800614
5941,2800615,2800615,麹町,こうじまち,こ,28006,東京都千代田区麹町三丁目2,139.737613,35.684006,2800615
5942,2800616,2800115,永田町,ながたちょう,な,28006,東京都千代田区永田町一丁目11-28,139.740258,35.678757,2800616
5943,2800617,2800617,桜田門,さくらだもん,さ,28006,東京都千代田区霞が関二丁目1-1,139.75149,35.677405,2800617
5944,2800618,1130225,有楽町,ゆうらくちょう,ゆ,28006,東京都千代田区有楽町一丁目11-1,139.763265,35.675714,2800618
5945,2800619,2800619,銀座一丁目,ぎんざいっちょうめ,ぎ,28006,東京都中央区銀座一丁目7-12,139.767045,35.67435,2800619
5946,2800620,2800620,新富町,しんとみちょう,し,28006,東京都中央区築地一丁目1-1,139.773711,35.670462,2800620
5947,2800621,2800621,月島,つきしま,つ,28006,東京都中央区月島一丁目3-9,139.784233,35.664871,2800621
5948,2800622,2800622,豊洲,とよす,と,28006,東京都江東区豊洲四丁目1-1,139.79621,35.654908,2800622
5949,2800623,2800623,辰巳,たつみ,た,28006,東京都江東区辰巳一丁目1-44,139.81052,35.645576,2800623
5950,2800624,1132605,新木場,しんきば,し,28006,東京都江東区新木場一丁目6,139.826254,35.645832,2800624
5951,2800801,1130205,渋谷,しぶや,し,28008,東京都渋谷区道玄坂二丁目1-1,139.701,35.659066,2800801
5952,2800802,2800118,表参道,おもてさんどう,お,28008,港区北青山３丁目,139.712314,35.665247,2800802
5953,2800803,2800116,青山一丁目,あおやまいっちょうめ,あ,28008,港区南青山１-１-１９,139.724159,35.672765,2800803
5954,2800804,2800115,永田町,ながたちょう,な,28008,東京都千代田区永田町一丁目11-29,139.740258,35.678757,2800804
5955,2800805,2800805,半蔵門,はんぞうもん,は,28008,千代田区麹町１-６,139.74163,35.685703,2800805
5956,2800806,2800407,九段下,くだんした,く,28008,千代田区九段南１-６-１,139.751948,35.695589,2800806
5957,2800807,2800807,神保町,じんぼうちょう,じ,28008,千代田区神田神保町２-２,139.757606,35.695966,2800807
5958,2800808,2800208,大手町,おおてまち,お,28008,千代田区大手町１丁目,139.764107,35.68686,2800808
5959,2800809,1131402,三越前,みつこしまえ,み,28008,中央区日本橋室町１-８-１,139.773147,35.684908,2800809
5960,2800810,2800810,水天宮前,すいてんぐうまえ,す,28008,中央区日本橋蛎殻町２-１-１,139.785377,35.682683,2800810
5961,2800811,2800811,清澄白河,きよすみしらかわ,き,28008,江東区白河１-７-１４,139.798851,35.682105,2800811
5962,2800814,2800814,住吉,すみよし,す,28008,江東区住吉２-２３-１２,139.815681,35.689073,2800811
5963,2800812,1131322,錦糸町,きんしちょう,き,28008,墨田区江東橋３丁目,139.814941,35.697578,2800812
5964,2800813,2100203,押上〈スカイツリー前〉,おしあげ すかいつりーまえ,お,28008,墨田区押上一丁目,139.812935,35.710702,2800813
5965,2800901,2800901,赤羽岩淵,あかばねいわぶち,あ,28009,北区赤羽１-５２-８,139.722103,35.783417,2800901
5966,2800902,2800902,志茂,しも,し,28009,北区志茂２-１-１８,139.732599,35.777948,2800902
5967,2800903,2800903,王子神谷,おうじかみや,お,28009,北区王子５-２-１１,139.735933,35.765172,2800903
5968,2800904,1133212,王子,おうじ,お,28009,北区王子１丁目,139.737618,35.753966,2800904
5969,2800905,2800905,西ケ原,にしがはら,に,28009,東京都北区西ヶ原二丁目3-8,139.742322,35.746008,2800905
5970,2800906,1130215,駒込,こまごめ,こ,28009,東京都豊島区駒込二丁目,139.746442,35.736959,2800906
5971,2800907,2800907,本駒込,ほんこまごめ,ほ,28009,文京区向丘２-３７-１,139.753828,35.724155,2800907
5972,2800908,2800908,東大前,とうだいまえ,と,28009,文京区向丘１-１９-２,139.758025,35.717633,2800908
5973,2800909,2800204,後楽園,こうらくえん,こ,28009,文京区春日１-２-３,139.751864,35.707898,2800909
5974,2800910,1131316,飯田橋,いいだばし,い,28009,東京都新宿区神楽坂一丁目13,139.743669,35.701934,2800910
5975,2800911,1131315,市ケ谷,いちがや,い,28009,東京都千代田区五番町2-1,139.736642,35.691295,2800911
5976,2800912,1131102,四ツ谷,よつや,よ,28009,新宿区四谷１丁目,139.72955,35.686032,2800912
5977,2800913,2800115,永田町,ながたちょう,な,28009,東京都千代田区永田町一丁目11-28,139.740258,35.678757,2800913
5978,2800914,2800114,溜池山王,ためいけさんのう,た,28009,千代田区永田町２-１１-１,139.741419,35.673621,2800914
5979,2800915,2800915,六本木一丁目,ろっぽんぎいっちょうめ,ろ,28009,港区六本木１-４-１,139.739,35.665595,2800915
5980,2800916,2800916,麻布十番,あざぶじゅうばん,あ,28009,港区麻布十番４-４-９,139.737051,35.654682,2800916
5981,2800917,2800917,白金高輪,しろかねたかなわ,し,28009,港区高輪１-３-２０,139.734104,35.642903,2800917
5982,2800918,2800918,白金台,しろかねだい,し,28009,港区白金台３-２,139.726133,35.637917,2800918
5983,2800919,1130203,目黒,めぐろ,め,28009,東京都品川区上大崎四丁目2-1,139.7155,35.633272,2800919
5985,2801002,2100110,地下鉄成増,ちかてつなります,ち,28010,東京都板橋区成増二丁目11-3,139.631497,35.776557,2801002
5986,2801003,2100109,地下鉄赤塚,ちかてつあかつか,ち,28010,東京都練馬区北町八丁目37-16,139.644021,35.769939,2801003
5987,2801004,2800604,平和台,へいわだい,へ,28010,東京都練馬区早宮2-17-48,139.653762,35.757863,2801004
5988,2801005,2800605,氷川台,ひかわだい,ひ,28010,東京都練馬区氷川台三丁目38-18,139.665567,35.74955,2801005
5989,2801006,2200301,小竹向原,こたけむかいはら,こ,28010,東京都練馬区小竹町二丁目16-15,139.678572,35.743803,2801006
5990,2801007,2800607,千川,せんかわ,せ,28010,東京都豊島区要町三丁目10-7,139.689271,35.738229,2801007
5991,2801008,2800608,要町,かなめちょう,か,28010,東京都豊島区要町一丁目1-10,139.698715,35.73323,2801008
5992,2801009,1130212,池袋,いけぶくろ,い,28010,東京都豊島区南池袋一丁目28-1,139.708291,35.731464,2801009
5993,2801010,2801010,雑司が谷,ぞうしがや,ぞ,28010,豊島区雑司が谷二丁目,139.714795,35.720233,2801010
5994,2801011,2801011,西早稲田,にしわせだ,に,28010,新宿区西早稲田二丁目,139.709101,35.708242,2801011
5995,2801012,2801012,東新宿,ひがししんじゅく,ひ,28010,新宿区新宿７-２７-３,139.707593,35.698915,2801012
5996,2801013,2800217,新宿三丁目,しんじゅくさんちょうめ,し,28010,新宿区新宿３-１４-１,139.704828,35.690853,2801013
5997,2801014,2801014,北参道,きたさんどう,き,28010,渋谷区千駄ヶ谷４丁目,139.705453,35.678459,2801014
5998,2801015,1130206,明治神宮前〈原宿〉,めいじじんぐうまえ,め,28010,渋谷区神宮前１丁目,139.705367,35.668497,2801015
5999,2801016,1130205,渋谷,しぶや,し,28010,東京都渋谷区道玄坂二丁目1-1,139.702417,35.659545,2801016
7575,9930101,9930101,都庁前,とちょうまえ,と,99301,新宿区西新宿２-８-１,139.69257,35.690551,9930101
7576,9930102,9930102,新宿西口,しんじゅくにしぐち,し,99301,新宿区西新宿１-３-１７,139.699155,35.693315,9930102
7577,9930103,2801012,東新宿,ひがししんじゅく,ひ,99301,新宿区新宿７-２７-３,139.707549,35.69792,9930103
7578,9930104,9930104,若松河田,わかまつかわだ,わ,99301,新宿区河田町１０-１０,139.718184,35.699218,9930104
7579,9930105,9930105,牛込柳町,うしごめやなぎちょう,う,99301,新宿区原町２-３２,139.725027,35.699518,9930105
7580,9930106,9930106,牛込神楽坂,うしごめかぐらざか,う,99301,新宿区箪笥町１５,139.735802,35.700851,9930106
7581,9930107,1131316,飯田橋,いいだばし,い,99301,東京都文京区後楽一丁目9-5,139.744999,35.702927,9930107
7582,9930108,9930108,春日,かすが,か,99301,文京区春日１-１６-１７,139.75325,35.709598,9930108
7583,9930109,2800205,本郷三丁目,ほんごうさんちょうめ,ほ,99301,文京区本郷２-３９-１,139.760095,35.707462,9930109
7584,9930110,1130221,上野御徒町,うえのおかちまち,う,99301,台東区上野５-２６-６,139.774332,35.707893,9930110
7585,9930111,9930111,新御徒町,しんおかちまち,し,99301,台東区元浅草１-５-２,139.781958,35.707045,9930111
7586,9930112,9930112,蔵前,くらまえ,く,99301,台東区蔵前２-３-１,139.790931,35.703236,9930112
7587,9930113,1131321,両国,りょうごく,り,99301,墨田区横網１丁目,139.797421,35.696881,9930113
7588,9930114,9930114,森下,もりした,も,99301,江東区森下２-１７-１７,139.797042,35.68796,9930114
7589,9930115,2800811,清澄白河,きよすみしらかわ,き,99301,江東区白河１-７-１４,139.798851,35.682105,9930115
7590,9930116,2800412,門前仲町,もんぜんなかちょう,も,99301,江東区門前仲町１丁目,139.796209,35.671851,9930116
7591,9930117,2800621,月島,つきしま,つ,99301,東京都中央区月島一丁目3-9,139.784233,35.664871,9930117
7592,9930118,9930118,勝どき,かちどき,か,99301,中央区勝どき２-１０-１５,139.776442,35.658507,9930118
7593,9930119,9930119,築地市場,つきじしじょう,つ,99301,中央区築地５-１-２,139.766915,35.664895,9930119
7594,9930120,9930120,汐留,しおどめ,し,99301,港区東新橋１丁目５,139.760642,35.663703,9930120
7595,9930121,9930121,大門,だいもん,だ,99301,港区浜松町１-２７-１２,139.75466,35.656785,9930121
7596,9930122,9930122,赤羽橋,あかばねばし,あ,99301,港区東麻布１-２８-１３,139.743642,35.655007,9930122
7597,9930123,2800916,麻布十番,あざぶじゅうばん,あ,99301,港区麻布十番４-４-９,139.736116,35.656503,9930123
7598,9930124,2800318,六本木,ろっぽんぎ,ろ,99301,港区六本木６-１-２５,139.731567,35.663921,9930124
7599,9930125,2800116,青山一丁目,あおやまいっちょうめ,あ,99301,港区南青山１-１-１９,139.72396,35.672929,9930125
7600,9930126,9930126,国立競技場,こくりつきょうぎじょう,こ,99301,新宿区霞ケ丘町１０-３,139.714932,35.679831,9930126
7601,9930127,1130207,代々木,よよぎ,よ,99301,東京都渋谷区代々木一丁目35-5,139.701666,35.683218,9930127
7602,9930128,1130208,新宿,しんじゅく,し,99301,東京都渋谷区代々木二丁目1-1,139.698812,35.68869,9930128
7603,9930129,9930129,西新宿五丁目,にししんじゅくごちょうめ,に,99301,新宿区西新宿５-２５-９,139.684304,35.689798,9930129
7604,9930130,2800220,中野坂上,なかのさかうえ,な,99301,中野区中央２-１-２,139.682279,35.69709,9930130
7605,9930131,1131308,東中野,ひがしなかの,ひ,99301,中野区東中野４丁目,139.682987,35.706891,9930131
7606,9930132,2200704,中井,なかい,な,99301,新宿区中落合１-１９-１,139.686356,35.714035,9930132
7607,9930133,9930133,落合南長崎,おちあいみなみながさき,お,99301,新宿区西落合３-１-１８,139.683303,35.723608,9930133
7608,9930134,9930134,新江古田,しんえごた,し,99301,中野区江原町２-２９-１３,139.670653,35.732538,9930134
7609,9930135,2200106,練馬,ねりま,ね,99301,練馬区練馬１-３-５,139.65477,35.737404,9930135
7610,9930136,2200402,豊島園,としまえん,と,99301,練馬区練馬４-１６-５,139.64911,35.742067,9930136
7611,9930137,9930137,練馬春日町,ねりまかすがちょう,ね,99301,練馬区春日町３-２９-２５,139.640236,35.751452,9930137
7612,9930138,9930138,光が丘,ひかりがおか,ひ,99301,練馬区光が丘２-９-５,139.628603,35.758526,9930138
7613,9930201,9930201,西馬込,にしまごめ,に,99302,大田区西馬込２-１-６,139.705942,35.586859,9930201
7614,9930202,9930202,馬込,まごめ,ま,99302,大田区北馬込２-３１-９,139.711772,35.596435,9930202
7615,9930203,2600404,中延,なかのぶ,な,99302,品川区中延４-５-５,139.713736,35.605769,9930203
7616,9930204,2600503,戸越,とごし,と,99302,品川区戸越３-４-１７,139.716495,35.614633,9930204
7617,9930205,1130202,五反田,ごたんだ,ご,99302,東京都品川区東五反田一丁目26-14,139.724175,35.627102,9930205
